scenario_id,t_ms,type,id,x_sim,y_sim,velocity
1,3.0,p,5,13.771527400166761,4.655106517379517,1.2023467580981222
1,3.5,p,0,9.990858014935009,6.127500444836332,1.141164192491818
1,3.5,p,1,9.147312884308157,8.02208143461429,0.9697954708050415
1,3.5,p,4,9.19639356809174,12.122230115418187,0.48819378595026486
1,3.5,p,5,13.165340925551392,4.742883875368405,1.2250173983778654
1,4.0,p,0,10.523270186677168,5.990889137442607,1.0993186433914883
1,4.0,p,1,9.633030990598137,7.950286891028409,0.9819909068145781
1,4.0,p,4,8.549572061028055,12.20524535577057,1.3042539509327173
1,4.0,p,5,13.73246854556653,4.43248499053475,1.2930293192190345
1,4.5,p,0,11.051320472099075,5.956155001347375,1.0583828497182677
1,4.5,p,1,10.132191901158903,7.924281183096957,0.9996757703913203
1,4.5,p,4,7.90469481419598,12.108276656443499,1.3042539509327173
1,4.5,p,5,14.299546009145441,4.121994482803968,1.293029319219034
1,5.0,p,0,10.445182557773855,5.755174564329842,1.2771786206263982
1,5.0,p,1,10.64070693394962,7.934755764061833,1.0172458019977928
1,5.0,p,4,7.261546756118947,12.000433402029314,1.3042539509327171
1,5.0,p,5,14.566106485968936,3.9174937553489286,0.6719376022638079
1,5.5,p,0,10.13789063134122,5.665174087925808,0.6404011674056588
1,5.5,p,1,10.305414543894639,8.03672409882949,0.7009094895179266
1,5.5,p,5,14.607329730260124,3.7947621457787815,0.2589394049392248
1,6.0,p,0,10.055098098058805,5.658321454296438,0.16615128233002877
1,6.0,p,1,10.164462647556572,8.130061539948013,0.33810835538833384
1,6.0,p,5,14.47981757578723,3.7347117364009206,0.28188934853781306
1,6.5,p,0,10.140793188273475,5.713558864702656,0.20390998009205552
1,6.5,p,1,10.193642961521334,8.226675404346768,0.2018487504756261
1,6.5,p,5,14.225962888587391,3.722690230210207,0.5082783443131184
1,7.0,p,0,10.35293837160205,5.815157527642902,0.4704375287783078
1,7.0,p,1,10.350867946475578,8.324603862974868,0.37045744102737677
1,7.0,p,5,13.877516910897148,3.747474310825644,0.6986525603487398
1,7.5,p,0,10.65998580256355,5.951367906105107,0.671807686948801
1,7.5,p,1,10.604317771631361,8.422487751717258,0.5433896191383473
1,7.5,p,5,13.458260280701374,3.8004777868411237,0.8451875305110457
1,8.0,p,0,11.038260483796096,6.113411700045502,0.8230429529889217
1,8.0,p,1,10.930079929211361,8.519525673346344,0.6798156854479582
1,8.0,p,5,12.986003317844837,3.875136152654208,0.9562437148600996
1,8.5,p,0,11.469995847674824,6.294728880001384,0.9365283640566398
1,8.5,p,1,11.310185655594875,8.615283955390096,0.7839643150284558
1,8.5,p,5,12.4740842181742,3.966431688163666,1.0399923834558669
1,9.0,p,0,11.941859584116841,6.490411038988857,1.021659225211657
1,9.0,p,1,11.731124081490327,8.70958937557265,0.8627460128476936
1,9.0,p,5,11.932491339679585,4.07052841698911,1.103012193927593
1,9.5,p,0,12.443851407861494,6.696750794994668,1.0854895412025307
1,9.5,p,1,12.18269076714042,8.802539859923982,0.9220678155757464
1,9.5,p,5,11.368703692954078,4.184493509048716,1.1503817676031522
1,10.0,p,0,12.968500355204744,6.910722593169666,1.1332086275044382
1,10.0,p,1,12.656953870491042,8.894859252422458,0.9663298845240189
1,10.0,p,5,10.788320955235505,4.306083013265512,1.1859648051732248
1,10.5,p,0,13.510466242887293,7.128492832336891,1.1681624895167346
1,10.5,p,1,13.146732155337151,8.989439025793141,0.9976534505280785
1,10.5,p,5,10.195535148139788,4.433578968601483,1.2126833580471923
2,1.0,p,0,7.776224106496516,9.419969740640138,1.2999728138286848
2,1.5,p,0,8.43826559053623,9.454105519210149,1.3258418879611364
2,2.0,p,0,9.10999510773334,9.488740826227565,1.3452436935604726
2,2.5,p,0,9.788990649713144,9.523750779638952,1.3597950475955036
2,3.0,p,0,10.4734323327317,9.559043306895992,1.3707019806412537
2,3.5,p,0,11.129701278413311,9.59983557324049,1.31507100653854
2,4.0,p,0,10.49387587265961,9.302946023509197,1.4034491103584905
2,4.5,p,0,10.190760979050868,9.092223369204726,0.7383296709859625
2,5.0,p,0,10.138111190509111,8.950322650469158,0.3027065523649111
2,5.5,p,0,10.273100836398626,8.862169082133267,0.3224484833751109
2,6.0,p,0,10.54864462339038,8.815929851801842,0.5587931458828036
2,6.5,p,0,10.929457464944313,8.802371981494005,0.7621082236524295
2,7.0,p,0,11.389099016000896,8.814316365060897,0.9195934400733733
2,7.5,p,0,11.907757905193996,8.846192563240042,1.039275007588227
3,4.5,p,5,20.255350664973044,15.67722358363524,1.2942311050847772
3,4.5,p,32,21.469371726398247,9.960227212468775,1.1170575871587332
3,4.5,p,39,19.38537989927691,11.093565579284501,1.1682628988719876
3,4.5,p,40,19.618970507433797,8.994695685522677,1.184099720798093
3,4.5,p,41,18.516615632248982,12.441007738752637,1.1790407856006815
3,4.5,p,42,17.415212964725892,10.611532642258314,1.1114531249039281
3,4.5,p,43,18.994904273535624,12.599529911397099,1.6827197523369841
3,4.5,p,44,18.93392682882381,14.639807823403299,1.6374694038052622
3,4.5,p,45,16.445648748002814,8.659910661364254,1.3871975806960384
3,4.5,p,46,14.788342751394683,9.372447093622517,1.4311550597029272
3,4.5,p,47,15.874529537422902,10.450451915884344,1.3486500847607321
3,4.5,p,48,14.826907287679369,12.160900042458255,1.4074483084747103
3,4.5,p,49,13.797278716203977,11.454116082769522,1.41776471651255
3,4.5,p,50,13.190589140281109,13.201548879009984,1.4271137540518806
3,4.5,p,51,15.003734597531343,14.42142044787316,1.5537475463443928
3,4.5,p,52,11.83772733213471,10.951226772276549,1.511347440599298
3,4.5,p,53,11.31326414402774,9.17127837622515,1.3108383297690094
3,4.5,p,54,11.895520324881037,7.106262151712071,1.5649223544357007
3,4.5,p,55,9.613786008092587,8.563523763903497,1.2064776624154194
3,4.5,p,56,10.160169523249321,10.181192021333645,1.1970872806079909
3,4.5,p,57,10.851218344151883,11.61945113395781,1.462962737942458
3,4.5,p,59,7.246011953639065,8.851894293918933,1.2436585386469636
3,4.5,p,60,6.733223991835494,9.727615568445904,1.2548743218293228
3,4.5,p,61,8.076615764419062,10.155621261884216,1.4784817175387437
3,4.5,p,62,7.958547418262383,10.867871291929532,1.4741788607237596
3,4.5,p,63,7.6430659838949,12.896855132750769,1.4746042155079657
3,4.5,p,64,6.2957652530914485,12.407374740441114,1.3757677672532993
3,5.0,p,5,20.62871148813989,16.205768978153454,1.294231105084777
3,5.0,p,32,22.012238457983724,10.086608759371147,1.1147673903729587
3,5.0,p,39,19.60740458387529,10.55327437109286,1.1682628988719876
3,5.0,p,40,19.647624464896012,8.403339627026373,1.1840997207980928
3,5.0,p,41,17.957029814912477,12.25554074286576,1.1790407856006815
3,5.0,p,42,17.970909932206254,10.617267844766351,1.111453124903928
3,5.0,p,43,19.793569496509424,12.86414340848006,1.6827197523369848
3,5.0,p,44,19.115347414931406,15.305775050378534,1.3804720590706765
3,5.0,p,45,16.750861924712808,8.130822867787067,1.2216201971967937
3,5.0,p,46,14.326026759221023,8.826264775519114,1.4311550597029274
3,5.0,p,47,16.308288605136745,10.045919244448983,1.1862438384794438
3,5.0,p,48,15.406615965964253,12.559855595845187,1.40744830847471
3,5.0,p,49,14.005670013319213,10.913202526686533,1.1593349953619385
3,5.0,p,50,12.961489193136813,13.568050750898653,0.8644313920246472
3,5.0,p,51,15.67990852941683,14.76508906725356,1.5169961187930687
3,5.0,p,52,12.463226166100425,10.527205569671013,1.5113474405992982
3,5.0,p,53,11.753702136165632,8.685903617116846,1.3108383297690096
3,5.0,p,54,12.086685641845396,6.347512314517321,1.5649223544357007
3,5.0,p,55,9.551830322910632,7.963474948763864,1.2064776624154194
3,5.0,p,56,9.94625149122396,9.622180782696393,1.1970872806079906
3,5.0,p,57,11.265825008576458,12.125115653585743,1.3078154190799556
3,5.0,p,59,7.560055509237303,8.31519299396281,1.2436585386469636
3,5.0,p,60,6.135356903761402,9.537267634665533,1.2548743218293226
3,5.0,p,61,8.197508766665475,9.42633261581743,1.4784817175387437
3,5.0,p,62,7.858971752189115,11.598203760793723,1.4741788607237598
3,5.0,p,63,7.636413267482099,13.634127225985551,1.4746042155079657
3,5.0,p,64,6.890136212230121,12.4297999111978,1.1895877022748542
3,5.5,p,5,20.96972201026361,16.730237643609748,1.2511683455788003
3,5.5,p,32,22.54799960895438,10.235778499351872,1.1122798608539493
3,5.5,p,39,20.17042067385171,10.397638794671977,1.1682628988719876
3,5.5,p,40,19.810555440959725,7.999516909132998,0.8709059431370664
3,5.5,p,41,17.803165595618296,12.824627814892933,1.1790407856006815
3,5.5,p,42,18.52291370532952,10.681485028388453,1.1114531249039281
3,5.5,p,43,20.596048626579996,13.116954972747672,1.6827197523369846
3,5.5,p,44,19.453301403393546,15.838729650765154,1.2621465911545007
3,5.5,p,45,17.149109107284954,7.772056195419839,1.0720342226404993
3,5.5,p,46,14.155377023436952,8.447972456813762,0.8300033993054363
3,5.5,p,47,16.798717900709992,9.776332521779988,1.1192817250288347
3,5.5,p,48,16.016465231427496,12.878029125501048,1.3757187525940422
3,5.5,p,49,14.714515512199819,10.920431396839026,1.4177647165125498
3,5.5,p,50,12.96754031895248,13.857399866399682,0.5788247636888546
3,5.5,p,51,16.378355998667598,15.038582673885154,1.5001701505778076
3,5.5,p,52,13.120903475776862,10.246010832450123,1.4305382538107267
3,5.5,p,53,12.247407558244694,8.33795141133199,1.2079996379151985
3,5.5,p,54,12.399698413413372,5.87299906411433,1.1369077710574007
3,5.5,p,55,9.609347654858054,7.36298444592265,1.2064776624154194
3,5.5,p,56,10.00365264571703,9.224587749413988,0.803430426737351
3,5.5,p,57,11.759626985787317,12.50702803818778,1.2485150575139559
3,5.5,p,59,7.253260682126023,7.774315397601919,1.2436585386469636
3,5.5,p,60,6.761953617014998,9.56973222824749,1.2548743218293226
3,5.5,p,61,8.927583324237101,9.310280094687247,1.4784817175387437
3,5.5,p,62,8.419872751510251,11.119987389982612,1.4741788607237596
3,5.5,p,63,8.019834941030686,14.263890846998759,1.4746042155079657
3,5.5,p,64,7.638138475276356,12.488664769266466,1.5006298104965565
3,5.5,p,66,4.967852619818914,8.685683193582815,1.3600054083741782
3,5.5,p,67,4.624563567649898,9.227007341161842,1.3635843050568182
3,5.5,p,68,5.214174105477926,11.182652135681707,1.3200177686502195
3,5.5,p,69,5.310540015823152,12.838457695880091,1.2316030714122195
3,5.5,p,70,4.245067729989934,14.322586609883288,1.2219888588982633
3,6.0,p,5,21.30442902193892,17.256821890766226,1.2479098573502359
3,6.0,p,32,23.077999893405217,10.403072623112509,1.1115531932621248
3,6.0,p,39,20.74652252829217,10.30111831223195,1.1682628988719876
3,6.0,p,40,20.073063949243632,7.743767832915331,0.7329892411424098
3,6.0,p,41,17.955974648214063,13.254054770046938,0.911609820851128
3,6.0,p,42,19.073374613866374,10.757805408284352,1.1114531249039281
3,6.0,p,43,21.40084596599804,13.361873598616887,1.6824789934284796
3,6.0,p,44,19.909859869233678,16.263603429462506,1.247338543547603
3,6.0,p,45,17.614522066824705,7.550550683409009,1.0308713106081302
3,6.0,p,46,14.212642305618413,8.199429798951407,0.5101088719895237
3,6.0,p,47,17.330765786691064,9.612228804109048,1.1135618224963546
3,6.0,p,48,16.641278009025083,13.130750132132297,1.3479746499722074
3,6.0,p,49,15.417097093632506,11.014735793759439,1.41776471651255
3,6.0,p,50,13.189020421124965,14.129445805913669,0.7016050993668232
3,6.0,p,51,17.09426627022751,15.25465772678237,1.4956148507012417
3,6.0,p,52,13.798967728463904,10.075766401472341,1.3982192918866292
3,6.0,p,53,12.775559500399943,8.098082588669552,1.1601405537051555
3,6.0,p,54,12.801568774575255,5.618735999667518,0.9511035550817089
3,6.0,p,55,9.799521863044511,6.928369088685509,0.9488029051509355
3,6.0,p,56,10.600302514283973,9.177012296842221,1.1970872806079906
3,6.0,p,57,12.312624190348767,12.792280489069697,1.2444675471653233
3,6.0,p,59,7.18004245309735,7.380696682948194,0.8007411606449262
3,6.0,p,60,7.3878244757568625,9.614038650743241,1.254874321829323
3,6.0,p,61,9.656054330816366,9.184554043896364,1.4784817175387437
3,6.0,p,62,8.889928441023182,10.552229979544206,1.4741788607237598
3,6.0,p,63,8.500139284031581,14.776515291885401,1.4049570575656192
3,6.0,p,64,8.38669151898556,12.535887225149743,1.5000821571980143
3,6.0,p,66,5.332030430813247,8.111420013776613,1.360005408374178
3,6.0,p,67,4.255696614746338,9.800398752245897,1.363584305056818
3,6.0,p,68,5.608794260563235,11.391816557799494,0.8932520859856319
3,6.0,p,69,5.215015857072624,13.446805184140713,1.2316030714122197
3,6.0,p,70,3.7924864919208106,14.733055141887496,1.2219888588982633
3,6.5,p,5,21.706423763073637,17.763930130141482,1.2942311050847772
3,6.5,p,32,23.603316487674665,10.584837854978277,1.1117483955105472
3,6.5,p,39,21.32469695576321,10.217908447199399,1.1682628988719876
3,6.5,p,40,20.408844343933737,7.6030991876012815,0.7281102697606546
3,6.5,p,41,18.542822242526395,13.310127888181173,1.1790407856006815
3,6.5,p,42,19.622868290249528,10.840803672299955,1.1114531249039281
3,6.5,p,43,22.207525487001657,13.600342168444541,1.682378207659945
3,6.5,p,44,20.45612384965998,16.600621058670583,1.2837214942630206
3,6.5,p,45,18.128757589862403,7.4373026565151825,1.0531159266656263
3,6.5,p,46,14.927020112664945,8.240848997733023,1.4311550597029274
3,6.5,p,47,17.893201787534316,9.530641869037993,1.136645385366677
3,6.5,p,48,17.26266753804532,13.331146097883941,1.3058077804417114
3,6.5,p,49,16.11615025178412,11.132374562561369,1.41776471651255
3,6.5,p,50,13.629169058808051,14.691079666624308,1.4271137540518808
3,6.5,p,51,17.823957851613482,15.424160384076268,1.4982402407828344
3,6.5,p,52,14.491252391308844,9.991839455166064,1.3947068318849392
3,6.5,p,53,13.333553422611683,7.941635888402952,1.159021634396094
3,6.5,p,54,13.267939800366287,5.53315198437195,0.9483175783913125
3,6.5,p,55,10.090258685799354,6.630797007229989,0.8320505844414784
3,6.5,p,56,11.198827061222728,9.172231495641856,1.1970872806079906
3,6.5,p,57,12.910182407458146,13.002412321466755,1.2668562820170006
3,6.5,p,59,7.279437488526262,7.111719422805714,0.5735089869973092
3,6.5,p,60,7.9526661209872405,9.629430360732474,1.1301026306012265
3,6.5,p,61,9.23273532120466,8.578519339134795,1.4784817175387437
3,6.5,p,62,9.42039530123162,11.063997249474399,1.4741788607237598
3,6.5,p,63,9.044671066650162,15.158008059449106,1.3297392135079489
3,6.5,p,64,9.106300237951778,12.615884647233184,1.4480832793070963
3,6.5,p,66,5.77464401719332,7.699134749873723,1.20977010325054
3,6.5,p,67,4.1488151236265844,10.24156067698978,0.9078490997686994
3,6.5,p,68,6.079156233746648,11.55971771595242,0.9988617216133333
3,6.5,p,69,5.302845168610766,13.881339464384984,0.8866431721333474
3,6.5,p,70,3.478379195668201,15.134028463058282,1.0187109459505284
3,7.0,p,5,22.10116448242982,18.276705229794736,1.294231105084777
3,7.0,p,32,24.1248062856,10.778211676393136,1.1123759151452186
3,7.0,p,39,21.90608812540958,10.161394218217463,1.1682628988719876
3,7.0,p,40,20.798444440950178,7.5518477651531235,0.7859133384748699
3,7.0,p,41,19.132264697747644,13.300542195185239,1.1790407856006813
3,7.0,p,42,20.171602340464407,10.928684013386299,1.1114531249039281
3,7.0,p,43,23.01574438245001,13.83349738493112,1.6823544667336412
3,7.0,p,44,21.070081658042074,16.866145975163747,1.337830589801331
3,7.0,p,45,18.67842167237826,7.408898622918745,1.1007949722496855
3,7.0,p,46,15.63866389187132,8.3157778489533,1.4311550597029277
3,7.0,p,47,18.477695616649683,9.513709809865304,1.1694780560605138
3,7.0,p,48,17.86039422077645,13.493056360326426,1.2385348123213193
3,7.0,p,49,16.813161438227727,11.261562812102309,1.4177647165125498
3,7.0,p,50,14.155736895594544,15.158051092500468,1.4076022155748678
3,7.0,p,51,18.564885134124893,15.556392205962753,1.5052687370554954
3,7.0,p,52,15.192493418646205,9.97671798879866,1.4028080940260614
3,7.0,p,53,13.913873065344797,7.849904739852532,1.1750497714671824
3,7.0,p,54,13.780982058636749,5.576707192087658,1.0297755384362428
3,7.0,p,55,10.45603035256375,6.438240912914625,0.8267206581804812
3,7.0,p,56,11.796984353229789,9.187017142760482,1.1966800095964458
3,7.0,p,57,13.541120115469747,13.153960980506604,1.297766369494461
3,7.0,p,59,7.827619411362932,6.8181751848066225,1.2436585386469634
3,7.0,p,60,8.264732404744615,9.879059352585058,0.7992496456839374
3,7.0,p,61,9.414732533165422,7.8620320314226575,1.4784817175387435
3,7.0,p,62,10.000699772780976,10.609522224141847,1.4741788607237596
3,7.0,p,63,9.637286889002075,15.437803972786055,1.3106933524236568
3,7.0,p,64,9.833527227510727,12.678152369672047,1.4597758233382203
3,7.0,p,66,6.275082431735385,7.412414126956711,1.1535117205391454
3,7.0,p,67,4.2388761540273805,10.581030095965177,0.7024257273658109
3,7.0,p,68,6.597246078879586,11.688991276982609,1.067948952359237
3,7.0,p,69,5.8996997460812155,13.729760624402044,1.2316030714122197
3,7.0,p,70,3.3868574413311543,15.460174615338303,0.6774881376496377
3,7.0,p,71,4.239804149593251,14.151321043078394,1.5430730850993901
3,7.5,p,5,22.406909851376188,18.84703698211972,1.294231105084777
3,7.5,p,32,24.6431400491108,10.98094593124881,1.1131416234912033
3,7.5,p,39,22.489908541724027,10.142334530008561,1.1682628988719876
3,7.5,p,40,21.228016032846476,7.5701389125676055,0.859921667683883
3,7.5,p,41,19.71516828167315,13.212464358164405,1.1790407856006813
3,7.5,p,42,20.7197246509007,11.02030248868826,1.1114531249039281
3,7.5,p,43,23.825233404807797,14.062233154405172,1.6823703867515676
3,7.5,p,44,21.73506239117191,17.073326551741648,1.3930156736304813
3,7.5,p,45,19.253682961336306,7.44683713554422,1.1530219101368477
3,7.5,p,46,16.344325046445096,8.197061648904919,1.4311550597029272
3,7.5,p,47,19.078075339379385,9.547585099202974,1.2026692757241382
3,7.5,p,48,18.44333578181553,13.629921371550859,1.1975857295144205
3,7.5,p,49,17.508678183597194,11.398568851230664,1.41776471651255
3,7.5,p,50,14.729303384418335,15.507416362418123,1.3431822049540236
3,7.5,p,51,19.315448925542338,15.659053697945506,1.5151044675837444
3,7.5,p,52,15.900783653820655,10.014043343469126,1.4185460716448435
3,7.5,p,53,14.510677263337097,7.808437139277131,1.19648620993092
3,7.5,p,54,14.327665860606919,5.719140273402486,1.1298678896037304
3,7.5,p,55,10.914292934657189,6.276324567194492,0.9720524618729307
3,7.5,p,56,12.394098881002611,9.216684941951469,1.1957021996905368
3,7.5,p,57,14.197024172561603,13.259751868144276,1.3287615948946203
3,7.5,p,59,8.413492962499731,6.609791350822959,1.2436585386469636
3,7.5,p,60,8.641592741167804,10.079533792494734,0.8537299672053142
3,7.5,p,61,10.0860898800042,7.813101328364703,1.3462761987885694
3,7.5,p,62,10.70243130569235,10.83507417839863,1.4741788607237594
3,7.5,p,63,10.265858342324504,15.638731317686354,1.3198088798921692
3,7.5,p,64,10.56591433829792,12.72781843299297,1.4681384102229758
3,7.5,p,66,6.818568351102893,7.222247815014929,1.1515905014340557
3,7.5,p,67,4.476747504801524,10.842087835005554,0.7063537998255245
3,7.5,p,68,7.150887513134364,11.788099991372972,1.1248846607395777
3,7.5,p,69,6.50006097435976,13.592728048136836,1.2316030714122195
3,7.5,p,70,3.1044592035755363,16.001991399990082,1.2219888588982633
3,7.5,p,71,3.86920685096411,14.325914042463765,0.8193291723979976
3,8.0,p,5,22.49037728801022,19.29075663228054,0.9030037451020795
3,8.0,p,32,25.158842873617658,11.191269382083899,1.1138857341316988
3,8.0,p,39,23.07375041055465,10.160725354366402,1.1682628988719876
3,8.0,p,40,21.69258796810062,7.642900831841015,0.9404709031589034
3,8.0,p,41,20.275435401884405,13.029065755286263,1.1790407856006817
3,8.0,p,42,21.267775585690814,11.112346962125633,1.1114531249039281
3,8.0,p,43,24.635781950089115,14.287249119563867,1.6824043851987085
3,8.0,p,44,22.43842688984653,17.232657624814923,1.4423702837239576
3,8.0,p,45,19.847326640063677,7.536561343613071,1.20077183645612
3,8.0,p,46,17.05673458178975,8.129802038600259,1.4311550597029277
3,8.0,p,47,19.689741709714546,9.621631474487272,1.232263955963545
3,8.0,p,48,19.03805086286264,13.746354084439423,1.2120108980623252
3,8.0,p,49,18.20301803245044,11.541419725016683,1.4177647165125502
3,8.0,p,50,15.33778477371333,15.763785889915676,1.3205679622763635
3,8.0,p,51,20.074394305352094,15.737109533533859,1.5258975103249528
3,8.0,p,52,16.61413246520886,10.092062177516476,1.4352051632781644
3,8.0,p,53,15.119661140523066,7.8065672263422075,1.2179734960118613
3,8.0,p,54,14.89846460565784,5.937252355778318,1.2221032490424504
3,8.0,p,55,11.447001789225473,6.1111034206052866,1.1154850980908786
3,8.0,p,56,12.99037557838255,9.257876117522114,1.1953955207933782
3,8.0,p,57,14.871583797291391,13.329753694135798,1.3563641737494236
3,8.0,p,59,9.01920761247684,6.469144975148067,1.2436585386469636
3,8.0,p,60,9.080009750035689,10.24742412771618,0.9389284069095629
3,8.0,p,61,10.819629731268323,7.904732839764912,1.4784817175387437
3,8.0,p,62,11.413493933271173,11.02921528175364,1.4741788607237596
3,8.0,p,63,10.921285280210684,15.778449224687822,1.3403067774859991
3,8.0,p,64,11.296919306653598,12.77809371993939,1.4654635693025326
3,8.0,p,66,7.394060847810769,7.106353368250081,1.174092222200614
3,8.0,p,67,4.8255308172825,11.042703579681715,0.8047272235414269
3,8.0,p,68,7.734065715083578,11.85596134309201,1.1742265169648545
3,8.0,p,69,7.103051604226146,13.472151433476263,1.2298559585734659
3,8.0,p,70,3.033387787653462,16.44767973871976,0.9026388900125895
3,8.0,p,71,3.781705094902787,14.487483939473082,0.3674854496897332
3,8.5,p,5,22.393228486607402,19.602083544722436,0.6522647806668952
3,8.5,p,32,25.672331161883506,11.407785098274136,1.1145389675440893
3,8.5,p,39,23.65530662492748,10.211919302753689,1.1676102959928703
3,8.5,p,40,22.226828680833833,7.760639944323894,1.094121817257924
3,8.5,p,41,20.78674311762703,12.735639932718572,1.1790407856006817
3,8.5,p,42,21.702421971254715,10.766060185405944,1.1114531249039281
3,8.5,p,43,25.447226760521865,14.509087048773285,1.682444349408519
3,8.5,p,44,23.17063410432792,17.352567973717072,1.4839216916164222
3,8.5,p,45,20.45407240335048,7.666556726218408,1.2410305729758535
3,8.5,p,46,17.770078855797774,8.123096906239612,1.4267515720124597
3,8.5,p,47,20.309135179337243,9.727887146483068,1.256882712177265
3,8.5,p,48,19.655698701743354,13.842637221867793,1.250214854218372
3,8.5,p,49,18.896411717018573,11.688794743415341,1.4177647165125502
3,8.5,p,50,15.972306441431643,15.9471591626861,1.3209746461920693
3,8.5,p,51,20.840381433022202,15.792943928406684,1.5360387487392575
3,8.5,p,52,17.330938031264925,10.201918857539159,1.4503499021609347
3,8.5,p,53,15.739548534726833,7.851931403302529,1.2430901657466733
3,8.5,p,54,15.48616971965853,6.2127045642336585,1.2981081929723568
3,8.5,p,55,11.995838176548865,6.0152055623747875,1.1143029736357866
3,8.5,p,56,13.585984137154108,9.307995939718595,1.1954272070836285
3,8.5,p,57,15.56007012823005,13.371719768455439,1.3795282951548018
3,8.5,p,59,9.635123341416529,6.3835911614863265,1.2436585386469639
3,8.5,p,60,9.565094387792927,10.389728807554677,1.0110543559908307
3,8.5,p,61,11.549323363391224,8.023156868210856,1.4784817175387437
3,8.5,p,62,12.142725379834436,11.060422597303775,1.4597977931214912
3,8.5,p,63,11.596748662910905,15.870620267686387,1.363446049590916
3,8.5,p,64,12.027920784351977,12.826452495226818,1.465198596156187
3,8.5,p,66,7.993322841978633,7.047615971517404,1.2042674444308075
3,8.5,p,67,5.2459974490335295,11.579404940620242,1.363584305056818
3,8.5,p,68,8.388349143068949,11.76921502759799,1.3200177686502195
3,8.5,p,69,7.708048944996917,13.364230371203137,1.229095176171259
3,8.5,p,70,3.1321730995283694,16.794379277434206,0.7209968321345994
3,8.5,p,71,3.9067047019442884,14.638090029199983,0.3914439731218609
3,8.5,p,73,4.361425308709988,9.154946182398252,1.3685557493437963
3,8.5,p,74,4.211920988709403,11.005666568772707,1.3593391719219763
3,8.5,p,75,4.678560874063999,13.164710228189277,1.7047333889108682
3,9.0,p,5,22.160874493300806,19.808449895511615,0.6215318139679227
3,9.0,p,32,26.183938502888225,11.629392781877007,1.1150821257678727
3,9.0,p,39,24.234193245994803,10.290020712276522,1.1682628988719876
3,9.0,p,40,22.80419293050478,7.891687876014693,1.1840997207980928
3,9.0,p,41,21.22826315547624,12.345006665183535,1.1790407856006817
3,9.0,p,42,22.046138360817586,10.329378315206892,1.1114531249039281
3,9.0,p,44,23.92445537620354,17.439786461055643,1.517700332036343
3,9.0,p,45,21.0700780603636,7.827551123022875,1.2733925793322318
3,9.0,p,46,18.478981785086624,8.166227446713624,1.4204275506704254
3,9.0,p,47,20.859881092000066,9.835510465803871,1.1223258692134541
3,9.0,p,48,20.294413331626753,13.920665410037927,1.2869262241110828
3,9.0,p,49,19.589037298824344,11.839738445752326,1.4177647165125498
3,9.0,p,50,16.625125421000675,16.071443563523157,1.3290887590781588
3,9.0,p,51,21.61196535528033,15.82787023171715,1.544747999837084
3,9.0,p,52,18.050020856799947,10.336785290025583,1.4632416951290694
3,9.0,p,53,16.228606556195242,8.288275915511981,1.3108383297690092
3,9.0,p,54,16.08612192494474,6.532779941645559,1.359986611482864
3,9.0,p,55,12.553529488714801,5.980704593469563,1.117514951167569
3,9.0,p,56,14.181088255956729,9.365012700723526,1.1956585185601047
3,9.0,p,57,16.25894264341793,13.391684482820274,1.3983152467232924
